"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","EMNT","EMXT","TAVG","TMAX","TMIN"
"USR0000CKEE","KEENWILD CALIFORNIA, CA US","33.6667","-116.7667","1499.6","2005","24","101","57.8","70.6","45.0"
"USR0000CMIL","MILL CREEK ANF CALIFORNIA, CA US","34.3903","-118.0825","1530.4","2005","27","97","56.5","64.7","48.2"
"USW00003171","RIVERSIDE MUNICIPAL AIRPORT, CA US","33.95194","-117.43861","245.2","2005","33","103","64.6","78.3","50.9"
"USR0000CSUF","SUGARLOAF SHF CALIFORNIA, CA US","40.9167","-122.4383","1280.2","2005","27","106","57.2","67.0","47.4"
"USC00046154","NEW CUYAMA FIRE STATION, CA US","34.9455","-119.6827","658.4","2005",,,,,
"USR0000CBSR","BIG SUR CALIFORNIA, CA US","36.2356","-121.785","137.2","2005","36","95","59.1","70.5","47.6"
"USC00049785","WOODLAND HILLS PIERCE COLLEGE, CA US","34.1819","-118.5744","240.8","2005","31",,,,"49.7"
"USR0000CJAR","JARBO GAP CALIFORNIA, CA US","39.7358","-121.4889","759.0","2005","31","106","60.0","70.7","49.4"
"USR0000CDVR","DEVORE CALIFORNIA, CA US","34.2211","-117.4044","627.0","2005","35","106","65.4","77.1","53.7"
"USR0000CSTA","STAMPEDE CALIFORNIA, CA US","39.4833","-120.075","2093.1","2005","2","93","46.4","60.6","32.2"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2005",,"109",,"74.9",
"USC00048351","SONOMA, CA US","38.2994","-122.4622","29.6","2005","29",,,,"45.9"
"USR0000CBRO","BROOKS CALIFORNIA, CA US","38.7383","-122.1447","107.9","2005","28","110","62.8","76.7","49.0"
"USS0019L45S","CARSON PASS, CA US","38.69","-119.99","2546.0","2005","6","78","41.0","50.8","31.2"
"USR0000COKO","OAK OPENING CALIFORNIA, CA US","36.1753","-118.7017","987.6","2005","30","104","60.9","72.0","49.7"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","37.865","-122.2208","427.6","2005","35","98","57.4","65.8","49.0"
"USW00003164","CAMPO ASOS, CA US","32.6261","-116.4681","805.0","2005","21","104","58.0","73.9","42.0"
"USC00041838","CLOVERDALE, CA US","38.8","-123.0175","100.6","2005","31",,,,"48.3"
"USR0000CBRA","BRANCH MOUNTAIN CALIFORNIA, CA US","35.1889","-120.0833","1149.1","2005",,,,,
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87194","-117.97889","29.3","2005","39","99","64.8","74.8","54.9"
"USR0000CLEO","LEO CARRILLO CALIFORNIA, CA US","34.0456","-118.9358","15.2","2005","42","100","62.1","70.1","54.1"
"USW00003167","HAWTHORNE MUNICIPAL AIRPORT, CA US","33.92278","-118.33417","19.2","2005","43","97","64.4","71.7","57.1"
"USC00040741","BIG BEAR LAKE, CA US","34.243","-116.917","2058.3","2005",,,,,
"USC00040983","BORREGO DESERT PARK, CA US","33.2559","-116.4036","246.9","2005",,,,,
"USC00042920","EXCHEQUER DAM, CA US","37.585","-120.2672","134.7","2005",,,,,
